subject_id,study_id,session_id,trial_index,internal_node_id,time_elapsed,rt,stimulus,slider_start,response,item_id,verb,verb_participle,object,prep,classification_prefix,binary_prefix,sentence_prefix,probable,improbable,impossible,inconceivable,task_type,trial_type,rng_seed,condition,query,session_file_id,unique_id,response_item_normalized
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,21,0.0-1.0-0.20,147955,5700,"<div style=""font-size:20px;""><p>How likely is it for someone to cover a window using curtains?</p></div>",50,100,18,cover,covering,a window,using,covering a window using,Could someone cover a window using,[NP] covered a window using,curtains,sheets,a hair,a chant,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to cover a window using curtains?,session-65d668e6b3a6d,18_probable,1.248523454252199
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,22,0.0-1.0-0.21,160168,12210,"<div style=""font-size:20px;""><p>How likely is it for someone to chill a drink using yesterday?</p></div>",50,0,9,chill,chilling,a drink,using,chilling a drink using,Could someone chill a drink using,[NP] chilled a drink using,ice,snow,fire,yesterday,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to chill a drink using yesterday?,session-65d668e6b3a6d,9_inconceivable,-1.0363008220614505
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,23,0.0-1.0-0.22,164719,4547,"<div style=""font-size:20px;""><p>How likely is it for someone to smash a pumpkin using a leaf?</p></div>",50,0,55,smash,smashing,a pumpkin,using,smashing a pumpkin using,Could someone smash a pumpkin using,[NP] smashed a pumpkin using,a hammer,a boulder,a leaf,a number,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to smash a pumpkin using a leaf?,session-65d668e6b3a6d,55_impossible,-0.8881973413644267
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,24,0.0-1.0-0.23,168387,3663,"<div style=""font-size:20px;""><p>How likely is it for someone to make a sandwich using bread?</p></div>",50,100,40,make,making,a sandwich,using,making a sandwich using,Could someone make a sandwich using,[NP] made a sandwich using,bread,lettuce,a star,a mile,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to make a sandwich using bread?,session-65d668e6b3a6d,40_probable,1.0304759459996693
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,25,0.0-1.0-0.24,172240,3849,"<div style=""font-size:20px;""><p>How likely is it for someone to carry groceries inside a law?</p></div>",50,0,6,carry,carrying,groceries,inside,carrying groceries inside,Could someone carry groceries inside,[NP] carried groceries inside,a tote bag,a backpack,a tornado,a law,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to carry groceries inside a law?,session-65d668e6b3a6d,6_inconceivable,-1.294918435225172
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,26,0.0-1.0-0.25,175795,3548,"<div style=""font-size:20px;""><p>How likely is it for someone to make a smoothie using decades?</p></div>",50,0,41,make,making,a smoothie,using,making a smoothie using,Could someone make a smoothie using,[NP] made a smoothie using,a blender,a whisk,wind,decades,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to make a smoothie using decades?,session-65d668e6b3a6d,41_inconceivable,-0.7904615216654205
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,27,0.0-1.0-0.26,179501,3701,"<div style=""font-size:20px;""><p>How likely is it for someone to store dishes inside a cabinet?</p></div>",50,100,60,store,storing,dishes,inside,storing dishes inside,Could someone store dishes inside,[NP] stored dishes inside,a cabinet,an attic,a thimble,an equation,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to store dishes inside a cabinet?,session-65d668e6b3a6d,60_probable,1.643637137222497
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,28,0.0-1.0-0.27,182995,3489,"<div style=""font-size:20px;""><p>How likely is it for someone to pave a road using cement?</p></div>",50,100,46,pave,paving,a road,using,paving a road using,Could someone pave a road using,[NP] paved a road using,cement,seashells,a comet,happiness,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to pave a road using cement?,session-65d668e6b3a6d,46_probable,1.9630834084399942
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,29,0.0-1.0-0.28,186319,3317,"<div style=""font-size:20px;""><p>How likely is it for someone to dig a hole using a yawn?</p></div>",50,0,24,dig,digging,a hole,using,digging a hole using,Could someone dig a hole using,[NP] dug a hole using,a shovel,a spatula,dirt,a yawn,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to dig a hole using a yawn?,session-65d668e6b3a6d,24_inconceivable,-0.7827002019791542
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,30,0.0-1.0-0.29,192022,5694,"<div style=""font-size:20px;""><p>How likely is it for someone to break a coconut using a table?</p></div>",50,0,2,break,breaking,a coconut,using,breaking a coconut using,Could someone break a coconut using,[NP] broke a coconut using,a rock,a table,a pillow,a texture,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to break a coconut using a table?,session-65d668e6b3a6d,2_improbable,-0.7112125568262287
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,31,0.0-1.0-0.30,199377,7348,"<div style=""font-size:20px;""><p>How likely is it for someone to dry their hands using freedom?</p></div>",50,0,29,dry,drying,[POSS] hands,using,drying [POSS] hands using,Could someone dry [POSS] hands using,[NP] dried [POSS] hands using,a towel,a sweater,a liquid,freedom,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to dry their hands using freedom?,session-65d668e6b3a6d,29_inconceivable,-1.031243111802359
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,32,0.0-1.0-0.31,206114,6732,"<div style=""font-size:20px;""><p>How likely is it for someone to rinse fruit using a hose?</p></div>",50,64,51,rinse,rinsing,fruit,using,rinsing fruit using,Could someone rinse fruit using,[NP] rinsed fruit using,a sink,a hose,a clock,a giggle,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to rinse fruit using a hose?,session-65d668e6b3a6d,51_improbable,0.5617854182662693
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,33,0.0-1.0-0.32,210416,4299,"<div style=""font-size:20px;""><p>How likely is it for someone to fill a purse with sofas?</p></div>",50,0,34,fill,filling,a purse,with,filling a purse with,Could someone fill a purse with,[NP] filled a purse with,coins,cream,sofas,luck,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to fill a purse with sofas?,session-65d668e6b3a6d,34_impossible,-0.9170088791321781
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,34,0.0-1.0-0.33,214006,3586,"<div style=""font-size:20px;""><p>How likely is it for someone to paint a wall using a brush?</p></div>",50,100,45,paint,painting,a wall,using,painting a wall using,Could someone paint a wall using,[NP] painted a wall using,a brush,a mop,a bathtub,a whisper,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to paint a wall using a brush?,session-65d668e6b3a6d,45_probable,1.8982943009151132
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,35,0.0-1.0-0.34,218455,4445,"<div style=""font-size:20px;""><p>How likely is it for someone to pop a balloon using cotton balls?</p></div>",50,0,49,pop,popping,a balloon,using,popping a balloon using,Could someone pop a balloon using,[NP] popped a balloon using,a thumbtack,a spear,cotton balls,a story,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to pop a balloon using cotton balls?,session-65d668e6b3a6d,49_impossible,-0.8257733682035975
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,36,0.0-1.0-0.35,226331,7872,"<div style=""font-size:20px;""><p>How likely is it for someone to display books on a bed?</p></div>",50,59,26,display,displaying,books,on,displaying books on,Could someone display books on,[NP] displayed books on,a shelf,a bed,a galaxy,a sigh,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to display books on a bed?,session-65d668e6b3a6d,26_improbable,0.3491629726859829
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,37,0.0-1.0-0.36,229517,3183,"<div style=""font-size:20px;""><p>How likely is it for someone to hide a gift inside a gasp?</p></div>",50,0,37,hide,hiding,a gift,inside,hiding a gift inside,Could someone hide a gift inside,[NP] hid a gift inside,a closet,a forest,a cloud,a gasp,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to hide a gift inside a gasp?,session-65d668e6b3a6d,37_inconceivable,-0.7224456614482953
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,38,0.0-1.0-0.37,235030,5508,"<div style=""font-size:20px;""><p>How likely is it for someone to cut cardboard using scissors?</p></div>",50,100,22,cut,cutting,cardboard,using,cutting cardboard using,Could someone cut cardboard using,[NP] cut cardboard using,scissors,a scalpel,fur,a snore,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to cut cardboard using scissors?,session-65d668e6b3a6d,22_probable,1.375780273354076
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,39,0.0-1.0-0.38,241423,6390,"<div style=""font-size:20px;""><p>How likely is it for someone to write an equation on a billboard?</p></div>",50,74,69,write,writing,an equation,on,writing an equation on,Could someone write an equation on,[NP] wrote an equation on,a chalkboard,a billboard,an atom,a scream,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to write an equation on a billboard?,session-65d668e6b3a6d,69_improbable,0.6167280687396849
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,40,0.0-1.0-0.39,247143,5717,"<div style=""font-size:20px;""><p>How likely is it for someone to wear shoes made of stars?</p></div>",50,0,66,wear,wearing,shoes,made of,wearing shoes made of,Could someone wear shoes made of,[NP] wore shoes made of,leather,wood,stars,traffic,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to wear shoes made of stars?,session-65d668e6b3a6d,66_impossible,-0.7247613534475451
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,41,0.0-1.0-0.40,251541,4395,"<div style=""font-size:20px;""><p>How likely is it for someone to pack a suit inside a groan?</p></div>",50,0,44,pack,packing,a suit,inside,packing a suit inside,Could someone pack a suit inside,[NP] packed a suit inside,a suitcase,a pocket,a raspberry,a groan,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to pack a suit inside a groan?,session-65d668e6b3a6d,44_inconceivable,-0.6290677181409784
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,42,0.0-1.0-0.41,256496,4951,"<div style=""font-size:20px;""><p>How likely is it for someone to start a fire using humor?</p></div>",50,0,59,start,starting,a fire,using,starting a fire using,Could someone start a fire using,[NP] started a fire using,kindling,furniture,milk,humor,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to start a fire using humor?,session-65d668e6b3a6d,59_inconceivable,-0.9067714336525332
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,43,0.0-1.0-0.42,260643,4141,"<div style=""font-size:20px;""><p>How likely is it for someone to squish a blueberry using their finger?</p></div>",50,100,58,squish,squishing,a blueberry,using,squishing a blueberry using,Could someone squish a blueberry using,[NP] squished a blueberry using,[POSS] finger,[POSS] nose,[POSS] breath,a sight,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to squish a blueberry using their finger?,session-65d668e6b3a6d,58_probable,1.7145528629604219
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,44,0.0-1.0-0.43,265532,4886,"<div style=""font-size:20px;""><p>How likely is it for someone to clean a spill using mustard?</p></div>",50,0,11,clean,cleaning,a spill,using,cleaning a spill using,Could someone clean a spill using,[NP] cleaned a spill using,a sponge,a scarf,mustard,a country,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to clean a spill using mustard?,session-65d668e6b3a6d,11_impossible,-0.8551606804706297
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,45,0.0-1.0-0.44,270010,4474,"<div style=""font-size:20px;""><p>How likely is it for someone to construct a tower out of bubbles?</p></div>",50,0,15,construct,constructing,a tower,out of,constructing a tower out of,Could someone construct a tower out of,[NP] constructed a tower out of,blocks,bubbles,sparks,seasons,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to construct a tower out of bubbles?,session-65d668e6b3a6d,15_improbable,-0.7651311488141794
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,46,0.0-1.0-0.45,277096,7079,"<div style=""font-size:20px;""><p>How likely is it for someone to dry laundry using a fan?</p></div>",50,73,30,dry,drying,laundry,using,drying laundry using,Could someone dry laundry using,[NP] dried laundry using,a clothesline,a fan,juice,courage,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to dry laundry using a fan?,session-65d668e6b3a6d,30_improbable,1.1445871738882158
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,47,0.0-1.0-0.46,287951,10851,"<div style=""font-size:20px;""><p>How likely is it for someone to enter a room through a wall?</p></div>",50,46,32,enter,entering,a room,through,entering a room through,Could someone enter a room through,[NP] entered a room through,a door,a window,a wall,a theory,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to enter a room through a wall?,session-65d668e6b3a6d,32_impossible,0.02760871337419591
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,48,0.0-1.0-0.47,295220,7265,"<div style=""font-size:20px;""><p>How likely is it for someone to light a candle using a blowtorch?</p></div>",50,57,39,light,lighting,a candle,using,lighting a candle using,Could someone light a candle using,[NP] lit a candle using,a match,a blowtorch,yogurt,surprises,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to light a candle using a blowtorch?,session-65d668e6b3a6d,39_improbable,0.810417584226179
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,49,0.0-1.0-0.48,300691,5468,"<div style=""font-size:20px;""><p>How likely is it for someone to craft a bowl out of clay?</p></div>",50,100,19,craft,crafting,a bowl,out of,crafting a bowl out of,Could someone craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,math,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to craft a bowl out of clay?,session-65d668e6b3a6d,19_probable,1.3132285302906048
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,50,0.0-1.0-0.49,307849,7152,"<div style=""font-size:20px;""><p>How likely is it for someone to cook dinner out of the moon?</p></div>",50,0,16,cook,cooking,dinner,out of,cooking dinner out of,Could someone cook dinner out of,[NP] cooked dinner out of,pasta,insects,the moon,thoughts,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to cook dinner out of the moon?,session-65d668e6b3a6d,16_impossible,-0.9052193076847832
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,51,0.0-1.0-0.50,312149,4297,"<div style=""font-size:20px;""><p>How likely is it for someone to clean a carpet using a crayon?</p></div>",50,0,12,clean,cleaning,a carpet,using,cleaning a carpet using,Could someone clean a carpet using,[NP] cleaned a carpet using,a vacuum,a hat,a crayon,a week,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to clean a carpet using a crayon?,session-65d668e6b3a6d,12_impossible,-0.6173273118508582
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,52,0.0-1.0-0.51,316093,3940,"<div style=""font-size:20px;""><p>How likely is it for someone to close a jacket using fog?</p></div>",50,0,14,close,closing,a jacket,using,closing a jacket using,Could someone close a jacket using,[NP] closed a jacket using,a zipper,glue,fog,a word,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to close a jacket using fog?,session-65d668e6b3a6d,14_impossible,-0.9057720268541007
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,53,0.0-1.0-0.52,321737,5640,"<div style=""font-size:20px;""><p>How likely is it for someone to melt a chocolate bar using a napkin?</p></div>",50,0,42,melt,melting,a chocolate bar,using,melting a chocolate bar using,Could someone melt a chocolate bar using,[NP] melted a chocolate bar using,a stove,a radiator,a napkin,a promise,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to melt a chocolate bar using a napkin?,session-65d668e6b3a6d,42_impossible,-0.7729792408516961
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,54,0.0-1.0-0.53,331620,9878,"<div style=""font-size:20px;""><p>How likely is it for someone to grow flowers inside a mug?</p></div>",50,64,35,grow,growing,flowers,inside,growing flowers inside,Could someone grow flowers inside,[NP] grew flowers inside,a pot,a mug,a marble,a sneeze,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to grow flowers inside a mug?,session-65d668e6b3a6d,35_improbable,0.5926728329400566
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,55,0.0-1.0-0.54,334733,3107,"<div style=""font-size:20px;""><p>How likely is it for someone to wash their hair using shampoo?</p></div>",50,100,65,wash,washing,[POSS] hair,using,washing [POSS] hair using,Could someone wash [POSS] hair using,[NP] washed [POSS] hair using,shampoo,detergent,a rainbow,applause,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to wash their hair using shampoo?,session-65d668e6b3a6d,65_probable,1.5263894532031088
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,56,0.0-1.0-0.55,338449,3712,"<div style=""font-size:20px;""><p>How likely is it for someone to write a letter using a snowflake?</p></div>",50,0,68,write,writing,a letter,using,writing a letter using,Could someone write a letter using,[NP] wrote a letter using,a pen,a stylus,a snowflake,a marathon,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to write a letter using a snowflake?,session-65d668e6b3a6d,68_impossible,-1.0081762282013766
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,57,0.0-1.0-0.56,341946,3493,"<div style=""font-size:20px;""><p>How likely is it for someone to unlock a door using a lie?</p></div>",50,0,64,unlock,unlocking,a door,using,unlocking a door using,Could someone unlock a door using,[NP] unlocked a door using,a key,a screwdriver,a marshmallow,a lie,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to unlock a door using a lie?,session-65d668e6b3a6d,64_inconceivable,-0.8611646452535425
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,58,0.0-1.0-0.57,347712,5762,"<div style=""font-size:20px;""><p>How likely is it for someone to boil water using a microwave?</p></div>",50,79,1,boil,boiling,water,using,boiling water using,Could someone boil water using,[NP] boiled water using,a kettle,a microwave,a refrigerator,justice,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to boil water using a microwave?,session-65d668e6b3a6d,1_improbable,0.6174473021019893
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,59,0.0-1.0-0.58,355891,8176,"<div style=""font-size:20px;""><p>How likely is it for someone to shave their beard using a razor?</p></div>",50,70,54,shave,shaving,[POSS] beard,using,shaving [POSS] beard using,Could someone shave [POSS] beard using,[NP] shaved [POSS] beard using,a razor,a knife,a teabag,a belief,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to shave their beard using a razor?,session-65d668e6b3a6d,54_probable,0.9676945970544134
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,60,0.0-1.0-0.59,361257,5363,"<div style=""font-size:20px;""><p>How likely is it for someone to sew a shirt using a needle?</p></div>",50,100,52,sew,sewing,a shirt,using,sewing a shirt using,Could someone sew a shirt using,[NP] sewed a shirt using,a needle,a toothpick,a potato,thunder,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to sew a shirt using a needle?,session-65d668e6b3a6d,52_probable,1.778107074524712
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,61,0.0-1.0-0.60,367063,5803,"<div style=""font-size:20px;""><p>How likely is it for someone to chop a carrot using a rag?</p></div>",50,0,10,chop,chopping,a carrot,using,chopping a carrot using,Could someone chop a carrot using,[NP] chopped a carrot using,a knife,a sword,a rag,a color,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to chop a carrot using a rag?,session-65d668e6b3a6d,10_impossible,-0.735301608806743
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,62,0.0-1.0-0.61,372613,5547,"<div style=""font-size:20px;""><p>How likely is it for someone to shatter a window using a frisbee?</p></div>",50,57,53,shatter,shattering,a window,using,shattering a window using,Could someone shatter a window using,[NP] shattered a window using,a stone,a frisbee,confetti,a concept,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to shatter a window using a frisbee?,session-65d668e6b3a6d,53_improbable,0.39815042039623616
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,63,0.0-1.0-0.62,382106,9487,"<div style=""font-size:20px;""><p>How likely is it for someone to remove a stain using vinegar?</p></div>",50,63,50,remove,removing,a stain,using,removing a stain using,Could someone remove a stain using,[NP] removed a stain using,bleach,vinegar,dirt,truth,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to remove a stain using vinegar?,session-65d668e6b3a6d,50_improbable,0.16165873110210674
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,64,0.0-1.0-0.63,388802,6692,"<div style=""font-size:20px;""><p>How likely is it for someone to squeeze juice from an orange?</p></div>",50,100,57,squeeze,squeezing,juice,from,squeezing juice from,Could someone squeeze juice from,[NP] squeezed juice from,an orange,meat,an envelope,a mumble,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to squeeze juice from an orange?,session-65d668e6b3a6d,57_probable,1.6490070871212954
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,65,0.0-1.0-0.64,394293,5487,"<div style=""font-size:20px;""><p>How likely is it for someone to bake a cake inside a sigh?</p></div>",50,0,0,bake,baking,a cake,inside,baking a cake inside,Could someone bake a cake inside,[NP] baked a cake inside,an oven,an airfryer,a freezer,a sigh,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to bake a cake inside a sigh?,session-65d668e6b3a6d,0_inconceivable,-0.9553499599175459
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,66,0.0-1.0-0.65,400527,6230,"<div style=""font-size:20px;""><p>How likely is it for someone to cut grass using a lawnmower?</p></div>",50,100,21,cut,cutting,grass,using,cutting grass using,Could someone cut grass using,[NP] cut grass using,a lawnmower,a scythe,a popsicle,an essay,critical,html-slider-response,0.28116084439507305,probable,How likely is it for someone to cut grass using a lawnmower?,session-65d668e6b3a6d,21_probable,1.3690855122885255
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,67,0.0-1.0-0.66,405401,4868,"<div style=""font-size:20px;""><p>How likely is it for someone to dock a boat using a balloon?</p></div>",50,0,27,dock,docking,a boat,using,docking a boat using,Could someone dock a boat using,[NP] docked a boat using,an anchor,an anvil,a balloon,a lesson,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to dock a boat using a balloon?,session-65d668e6b3a6d,27_impossible,-0.6833785216657754
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,68,0.0-1.0-0.67,413959,8554,"<div style=""font-size:20px;""><p>How likely is it for someone to cool a room using shades?</p></div>",50,95,17,cool,cooling,a room,using,cooling a room using,Could someone cool a room using,[NP] cooled a room using,a fan,shades,a heater,a taste,critical,html-slider-response,0.28116084439507305,improbable,How likely is it for someone to cool a room using shades?,session-65d668e6b3a6d,17_improbable,1.132560953889333
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,69,0.0-1.0-0.68,421484,7518,"<div style=""font-size:20px;""><p>How likely is it for someone to eat soup using a sieve?</p></div>",50,0,31,eat,eating,soup,using,eating soup using,Could someone eat soup using,[NP] ate soup using,a spoon,a bucket,a sieve,history,critical,html-slider-response,0.28116084439507305,impossible,How likely is it for someone to eat soup using a sieve?,session-65d668e6b3a6d,31_impossible,-0.9231220371211487
anon_subject_41,65d4fc29515df31cd1044a85,65d666ee0a464a429d9a7d69,70,0.0-1.0-0.69,424833,3347,"<div style=""font-size:20px;""><p>How likely is it for someone to dent a car with a nap?</p></div>",50,0,23,dent,denting,a car,with,denting a car with,Could someone dent a car with,[NP] dented a car with,a baseball bat,a dumbbell,a breeze,a nap,critical,html-slider-response,0.28116084439507305,inconceivable,How likely is it for someone to dent a car with a nap?,session-65d668e6b3a6d,23_inconceivable,-0.8614731849973171
anon_subject_18,65d4fc29515df31cd1044a85,65d6671bf1a39ed39663a2d5,1,0.0-1.0-0.0,18923,3561,"<div style=""font-size:20px;""><p>How likely is it for someone to construct a tower out of seasons?</p></div>",50,4,15,construct,constructing,a tower,out of,constructing a tower out of,Could someone construct a tower out of,[NP] constructed a tower out of,blocks,bubbles,sparks,seasons,critical,html-slider-response,0.4210216621648586,inconceivable,How likely is it for someone to construct a tower out of seasons?,session-65d66856d3193,15_inconceivable,-0.6564477469939834
anon_subject_18,65d4fc29515df31cd1044a85,65d6671bf1a39ed39663a2d5,2,0.0-1.0-0.1,23069,4145,"<div style=""font-size:20px;""><p>How likely is it for someone to make a smoothie using a blender?</p></div>",50,93,41,make,making,a smoothie,using,making a smoothie using,Could someone make a smoothie using,[NP] made a smoothie using,a blender,a whisk,wind,decades,critical,html-slider-response,0.4210216621648586,probable,How likely is it for someone to make a smoothie using a blender?,session-65d66856d3193,41_probable,1.556694337685924
anon_subject_18,65d4fc29515df31cd1044a85,65d6671bf1a39ed39663a2d5,3,0.0-1.0-0.2,27126,4057,"<div style=""font-size:20px;""><p>How likely is it for someone to catch a fish in a puddle?</p></div>",50,14,8,catch,catching,a fish,in,catching a fish in,Could someone catch a fish in,[NP] caught a fish in,a lake,a puddle,a raindrop,an exclamation,critical,html-slider-response,0.4210216621648586,improbable,How likely is it for someone to catch a fish in a puddle?,session-65d66856d3193,8_improbable,-0.28813397222627335
anon_subject_18,65d4fc29515df31cd1044a85,65d6671bf1a39ed39663a2d5,4,0.0-1.0-0.3,31096,3970,"<div style=""font-size:20px;""><p>How likely is it for someone to grow flowers inside a marble?</p></div>",50,9,35,grow,growing,flowers,inside,growing flowers inside,Could someone grow flowers inside,[NP] grew flowers inside,a pot,a mug,a marble,a sneeze,critical,html-slider-response,0.4210216621648586,impossible,How likely is it for someone to grow flowers inside a marble?,session-65d66856d3193,35_impossible,-0.7746512363427918
anon_subject_18,65d4fc29515df31cd1044a85,65d6671bf1a39ed39663a2d5,5,0.0-1.0-0.4,35414,4318,"<div style=""font-size:20px;""><p>How likely is it for someone to boil water using justice?</p></div>",50,23,1,boil,boiling,water,using,boiling water using,Could someone boil water using,[NP] boiled water using,a kettle,a microwave,a refrigerator,justice,critical,html-slider-response,0.4210216621648586,inconceivable,How likely is it for someone to boil water using justice?,session-65d66856d3193,1_inconceivable,-0.6472582179313463
anon_subject_18,65d4fc29515df31cd1044a85,65d6671bf1a39ed39663a2d5,6,0.0-1.0-0.5,40546,5131,"<div style=""font-size:20px;""><p>How likely is it for someone to cook dinner out of pasta?</p></div>",50,85,16,cook,cooking,dinner,out of,cooking dinner out of,Could someone cook dinner out of,[NP] cooked dinner out of,pasta,insects,the moon,thoughts,critical,html-slider-response,0.4210216621648586,probable,How likely is it for someone to cook dinner out of pasta?,session-65d66856d3193,16_probable,1.270788643480561
